Ticker,ISIN,Name,Trading Region,Industry,Sector,Total Employees (FY),Market Cap,Enterprise Value,Price (1D Ago),Market Value,Shrs Out,Shares Out,Common Shares Outstanding (FY),Total Assets (FY),Total Liabilities (FY),Total Capital (FY),Total Equity (FY),Leverage Ratio % (FY),Total Debt (FY),Cash And Equivalents (FY),Total Debt / Equity (FY),Total Liabilities / Total Assets (FY),Return on Assets (ROA) % (FY),Return on Capital (ROC) % (FY),Return on Common Equity (ROCE) % (FY),Total Debt to Capital % (FY),Return On Equity % (FY),Total Revenues (FY),Gross Profit (FY),Operating Income (FY),Net Income - (IS) (FY),P/E (LTM),P/TBV (LTM),Book Value / Share (FY),EPS 5Y Fwd Growth (NTM),ROA - Est High (FY5E),ROE - Est High (FY5E),EV/Sales (EST FY5),EV/EBIT (EST FY6),Total Equity/CAGR (5Y FY),Total Assets/CAGR (5Y FY),Net Income/CAGR (5Y FY),Unit
GLEN,JE00B4T3BW64,Glencore plc,Europe,Metals and Mining,Materials,83426,69539.56,94900.6,4.542,5.72,12153410818,,12173.41,123869,85632,71087,38237,,32850,1925,0.8591,0.6913,0.0413,0.0728,0.0921,0.4621,0.0769,217829,10563,8479,4280,16.8,1.9,3.58,-0.1144,0.027,,0.4,,,-0.0076,0.0466,GBP
BATS,GB0002875804,British American Tobacco p.l.c.,Europe,Tobacco,Consumer Staples,46725,68126.27,112390.55,25.11,30.75,2215629813,,2230.46,151340.46,83859.62,118367.48,67480.85,,50886.63,5939.34,0.7541,0.5541,0.058,0.0745,-0.2253,0.4299,-0.2206,34780.67,28545.57,16114.89,-18315.21,,,29.08,0.0294,0.069,0.159,3.1,7.7,,-0.041,,GBP
ISP,IT0000072618,Intesa Sanpaolo S.p.A.,Europe,Banks,Financials,94368,67070.73,,3.5265,3.71,18089446110,,18256.85,1063777.88,992981.89,,70795.98,,297269.82,98553.76,,,0.008,,0.1235,,0.1236,25565.25,25565.25,12921.17,8527.27,7.6,1.1,3.87,0.0708,0.007,0.12,,,0.0336,0.0411,0.1378,EUR
MUV2,DE0008430026,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Europe,Insurance,Financials,42812,66844.5,65605.2,465.7,501.18,133374967,,,302266.5,269399.43,39853.17,32867.08,,6986.09,6071.98,0.2126,0.8913,0.014,0.1088,0.1623,0.1753,0.1613,64707.44,18912.56,6705.67,5085.01,11.5,2.3,243.18,0.1216,0.017,0.202,0.7,6.9,,0.0027,0.148,EUR
SHL,DE000SHL1006,Siemens Healthineers AG,Europe,Health Care Equipment and Supplies,Health Care,71000,66106.62,81162.28,54.42,59.25,1115788114,,1115.79,49354.05,30183.95,36775.56,19170.1,,17605.46,1735.91,0.9184,0.6116,0.0278,0.0374,0.0796,0.4787,0.0803,22919.97,8149.91,2255,1595.31,33.7,,17.13,0.1389,0.0768,0.1524,2.6,,,0.1876,0.0359,EUR
DG,FR0000125486,Vinci SA,Europe,Construction and Engineering,Industrials,279426,60008.76,84115.13,101.15,105.84,566958360,,570.81,130887.61,95514.46,73758,35373.15,,38384.85,17252.15,1.0851,0.7297,0.0436,0.0768,0.174,0.5204,0.1661,77152.79,12942.15,8869.51,5190.99,11.7,,54.37,0.0554,,,,,,0.0949,0.0953,EUR
BBVA,ES0113211835,Banco Bilbao Vizcaya Argentaria S.A.,Europe,Banks,Financials,116611,56991.39,,9.2,9.89,5763285465,,5833.55,856213.29,795200.93,,61012.36,,157374.7,8555.97,,,0.0113,,0.1557,,0.1591,29985.65,29985.65,16161.4,8852.95,6.7,1.1,9.78,0.0604,0.01,0.136,,,0.0089,0.028,0.0823,EUR
ENI,IT0003132476,Eni S.p.A.,Europe,Oil Gas and Consumable Fuels,Energy,33142,48817.59,71393.58,14.24,15.32,3186751453,,3218.82,157436.52,98213.73,96830.43,59222.79,,37607.64,11253.04,0.635,0.6238,0.0367,0.0619,0.0864,0.3884,0.0893,104646.72,23480.9,9553.99,5267.17,13.3,0.9,16.53,0.07,0.032,0.076,,,,0.038,0.0295,EUR
RR,GB00B63H8491,Rolls-Royce Holdings plc,Europe,Aerospace and Defense,Industrials,41400,48062.14,50751.49,4.617,5.75,8363784583,,8363.78,40171.84,44798.13,2854.3,-4626.29,,7480.59,4823.88,,1.1152,0.0376,0.9948,,2.6208,,21016.53,4647.96,2335.45,3074.84,15.7,,-0.56,0.1284,,,1.8,,,-0.0022,,GBP
SIKA,CH0418792922,Sika AG,Europe,Chemicals,Materials,33547,46426.83,52248.55,260,289.39,160430506,,160.43,17894.49,10840.23,14030.89,7054.26,,6976.63,765.56,0.989,0.6058,0.0829,0.1056,0.1951,0.4972,0.195,13362.11,7163.17,2078.52,1262.66,36.6,,43.88,0.1218,0.101,0.187,3,15.6,,0.1872,0.0923,CHF
GIVN,CH0010645932,Givaudan SA,Europe,Chemicals,Materials,16260,44668.68,49455.11,4340,4840.95,9227249,,9.23,13230.61,8477.2,10585.2,4753.41,,5831.79,713.37,1.2269,0.6407,0.0615,0.0767,0.2171,0.5509,0.2169,8221.57,3383.74,1324.49,1061.73,42.2,,514.51,0.0872,0.105,0.205,4.9,23.5,,0.0371,0.0614,CHF
ADS,DE000A1EWWW0,adidas AG,Europe,Textiles Apparel and Luxury Goods,Consumer Discretionary,51561,42535.34,47792.19,222.2,238.23,178549084,,178.55,19894.02,14456.83,11578.71,5437.18,,6141.53,1579.82,1.1295,0.7267,0.0091,0.0157,-0.0249,0.5304,-0.0113,23655.33,11242,309.12,-82.8,468.3,12.4,28.32,0.5946,0.115,0.478,1.4,11.9,,0.0291,,EUR
ACA,FR0000045072,Crédit Agricole S.A.,Europe,Banks,Financials,78823,41852.87,,12.98,13.84,3024541728,,3029.18,2417087.66,2328857.36,,88230.29,,474891.81,1676.97,,,0.0034,,0.0856,,0.0945,25929.57,25929.57,10314.64,7008.17,6.1,0.9,23.28,0.0422,0.002,0.072,,,0.0405,0.0615,0.0761,EUR
BN,FR0000120644,Danone S.A.,Europe,Food Products,Consumer Staples,88843,39429.24,50471.62,58.08,61.26,643652745,,641.87,49112.39,31203.36,35874.37,17909.03,,17965.33,2608.74,1.0031,0.6353,0.0486,0.0668,0.0512,0.5008,0.0557,30491.28,14444.69,3854.05,972.62,40.8,,27.82,0.0297,0.0637,0.1362,1.5,11,,0.0014,-0.1781,EUR
CABK,ES0140609019,CaixaBank S.A.,Europe,Banks,Financials,44728,38888.03,,4.95,5.3,7334875000,,7367.13,670310.22,630192.1,,40118.13,,72172.67,4589.31,,,0.008,,0.1297,,0.1375,14262.53,14262.53,8751.38,5316.85,7.7,1.2,5.44,0.0359,,,,,0.0832,0.0945,0.1939,EUR
DB1,DE0005810055,Deutsche Börse AG,Europe,Capital Markets,Financials,14502,38413.21,38911.61,192.1,207.51,185112460,,185.11,262449.66,251299.07,20781.85,11150.59,,9631.27,1827.22,0.8637,0.9575,0.0065,0.0988,0.1901,0.4634,0.1875,6730.07,5562.16,2899.43,1903.29,20.3,,57.62,0.0629,,,,10.6,,0.0795,0.159,EUR
STMPA,NL0000226223,STMicroelectronics N.V.,Europe,Semiconductors and Semiconductor Equipment,Information Technology,51323,34929.78,32183,36.84,38.86,898757592,,902.77,25425,8061,20474,17364,,3110,3222,0.1791,0.317,0.1284,0.1619,0.2598,0.1519,0.2589,17286,8073,4766,3985,10.2,2.1,19.1,-0.0713,0.117,0.137,1.6,,,0.1659,0.2536,EUR
ENGI,FR0010208488,Engie SA,Europe,Multi-Utilities,Utilities,97000,34764.28,70472.76,13.645,14.36,2421449644,,2421.45,214881.87,175442.7,92293,39439.17,,52853.83,18302.05,1.3401,0.8165,0.0327,0.0858,0.0662,0.5727,0.0774,91151.47,28315.3,12437.62,2437.62,14.9,5.9,12.16,-0.1055,0.019,0.102,0.8,6.4,,0.0484,0.1641,EUR
CAP,FR0000125338,Capgemini SE,Europe,IT Services,Information Technology,340443,34453.73,37749.97,188.55,201.15,171287948,,171.29,27268.71,15706.56,18845.22,11562.16,,7283.06,3903.73,0.6299,0.576,0.0643,0.0939,0.1648,0.3865,0.165,24864.21,6676.97,2849.41,1835.95,19.4,,67.38,0.0783,0.078,0.18,1.1,6.8,,0.0841,0.179,EUR
DSFIR,CH1216478797,DSM-Firmenich AG,Europe,Chemicals,Materials,28685,30264.61,32867.35,105.55,114.08,265283816,,265.28,37833.96,12364.76,30804.81,25469.2,,5335.61,2711.42,0.2095,0.3268,-0.0135,-0.0167,-0.0391,0.1732,-0.0375,11732.17,2882.53,-618.24,2359.24,,6.6,95.33,0.4244,0.045,0.063,2,15.7,,0.2023,0.1469,EUR
AENA,ES0105046009,Aena S.M.E. S.A.,Europe,Transportation Infrastructure,Industrials,9100,30195.85,36329.51,187.7,201.31,150000000,,150,19382.01,11037.88,17831.81,8344.13,,9487.68,2608.88,1.137,0.5695,0.0743,0.0811,0.2274,0.5321,0.2317,5580.91,4427.79,2192.68,1800.41,15.9,4.5,56.14,0.08,,,,,,0.0334,0.042,EUR
KBC,BE0003565737,KBC Group NV,Europe,Banks,Financials,37964,28385.77,,65.94,70.57,402239303,,408.5,382999.56,356216.6,,26782.95,,40669.02,38366.09,,,0.0097,,0.1449,,0.1476,12397.88,12397.88,4860.9,3755.8,9.1,1.3,59.48,0.0413,0.007,0.13,,,0.0432,0.041,0.0577,EUR
COLOB,DK0060448595,Coloplast A/S,Europe,Health Care Equipment and Supplies,Health Care,15692,27113.42,30502.68,848.8,120.59,224840059,,,6826.52,4374.39,5225.74,2452.13,,2773.62,129.13,1.1311,0.6408,0.1,0.1341,0.3738,0.5308,0.3738,3472.87,2314.49,970.84,677.99,37.2,,10.91,0.1034,0.145,0.292,5.6,,,0.3255,0.0446,DKK
HMB,SE0000106270,H & M Hennes & Mauritz AB (publ),Europe,Specialty Retail,Consumer Discretionary,143000,25667.65,29122.77,194.65,15.94,1610542225,,,17260.66,12728.13,11956.76,4532.53,,7424.24,2513.59,1.638,0.7374,0.0467,0.0681,0.1781,0.6209,0.1774,22475.05,11511.61,1291.74,833.36,28.5,7.1,2.79,0.153,,0.372,1.1,9.7,,0.0882,-0.0711,SEK
KNEBV,FI0009013403,KONE Oyj,Europe,Machinery,Industrials,63536,25549.55,24996.36,46.07,49.37,517526630,,,9638.77,6563.04,3688.23,3075.73,,612.5,468.65,0.1991,0.6809,0.0876,0.2315,0.3313,0.1661,0.3296,12091.3,6511.26,1378.23,1022.08,25.2,94.4,5.87,0.0757,0.12,0.363,1.9,14,,0.0245,0.0194,EUR
ORSTED,DK0060094928,Ørsted A/S,Europe,Electric Utilities,Utilities,8905,22726.79,30290.77,388.8,54.08,420230296,,420.23,41638.61,30117.11,24561.86,11521.5,,13040.36,1502.56,1.1318,0.7233,0.0267,0.0478,-0.2516,0.5309,-0.2329,11738.33,4832.93,1886.46,-3037.11,,2.8,20.01,0.1985,0.035,0.11,1.9,9.7,,0.1,,DKK
IMB,GB0004544929,Imperial Brands PLC,Europe,Tobacco,Consumer Staples,25200,21525.57,35409.58,20.23,25.36,848656766,,889.6,35979.55,27876.19,20850.11,8103.36,,12746.75,1640.92,1.573,0.7748,0.067,0.1162,0.3615,0.6114,0.348,22054.27,8149.72,3954.08,2840.2,8.7,,8.26,0.0833,0.0906,0.6054,2.8,7.2,,-0.009,0.1122,GBP
ENR,DE000ENER6Y0,Siemens Energy AG,Europe,Electrical Equipment,Industrials,94000,20620.95,18917.18,24.48,26.37,781989190,,792.14,50647,41356.38,14345.07,9290.62,,5054.45,4850.41,0.544,0.8166,-0.0422,-0.1231,-0.3537,0.3523,-0.3543,32898.83,796.07,-3531.03,-4791.2,,,11.35,1.05,,0.104,0.4,6.3,,0.0092,,EUR
STMN,CH1175448666,Straumann Holding AG,Europe,Health Care Equipment and Supplies,Health Care,10832,20161.27,20264.88,112.4,126.45,159443481,,159.44,3949.66,1763.65,2785.51,2186.01,,599.51,487.84,0.2742,0.4465,0.1105,0.1486,0.1335,0.2152,0.1337,2867.53,2126.32,703.67,292.57,69.1,18.3,13.69,0.1665,0.1546,0.22,4.5,,,0.1224,-0.0204,CHF
MT,LU1598757687,ArcelorMittal S.A.,Europe,Metals and Mining,Materials,126756,18623,25418.02,21.37,22.73,819271756,,819.27,93917,37849,66749,56068,,10681,7686,0.1905,0.403,0.0208,0.0293,0.0172,0.16,0.0183,68275,5775,3139,919,24.8,0.4,65.86,0.1212,,,,,,0.0058,-0.2915,EUR
CBK,DE000CBK1001,Commerzbank AG,Europe,Banks,Financials,42098,17914.57,,14.16,15.12,1184669009,,1240.22,570949.44,534508.72,,36440.72,,71686.91,72666.15,,,0.0045,,0.0654,,0.0693,10946.12,10946.12,3802.16,2455.29,7.9,0.5,28.48,0.2454,,,,,0.0233,0.0226,0.2087,EUR
ESSITYB,SE0009922164,Essity AB (publ),Europe,Household Products,Consumer Staples,36000,17874.33,21291.35,274.9,25.46,702126489,,,20130.05,12255.75,13921.85,7874.29,,6047.55,511.6,0.768,0.6088,0.0536,0.0769,0.1342,0.4344,0.122,14592.01,4414.88,1760.2,947.43,21.1,10.3,10,0.1091,,,,,,0.0564,0.0391,SEK
BTA,GB0030913577,BT Group plc,Europe,Diversified Telecommunication Services,Communication Services,91700,17353.65,44108.11,1.3915,1.77,9794169493,,9779.67,65288.28,49492.09,45426.33,15796.18,,29630.14,522.42,1.8758,0.7581,0.0377,0.0529,0.0633,0.6523,0.0633,26243.26,12251.57,3973.65,1078.91,16.3,,1.62,-0.0712,0.038,,1.7,9.7,,0.0225,-0.1691,GBP
LATOB,SE0010100958,Investment AB Latour (publ),Europe,Industrial Conglomerates,Industrials,8448,17321.66,18416.1,287.8,27.1,639287800,,,5976.25,1920.55,5394.05,4055.7,,1338.35,221.64,0.33,0.3214,0.0395,0.044,0.1511,0.2481,0.151,2533.7,987,368.6,584.49,31.7,7.1,6.34,,,,,,,0.1484,0.2033,SEK
SY1,DE000SYM9999,Symrise AG,Europe,Chemicals,Materials,12656,17224.69,19601.16,115.65,123.23,139772054,,139.77,8661.53,4591.98,6894.32,4069.55,,2824.76,433.9,0.6941,0.5302,0.0429,0.054,0.0948,0.4097,0.0945,5222.11,1868.59,591.56,375.88,45.8,17.6,28.68,0.1762,0,0,3,18,,0.0978,0.0434,EUR
BOL,FR0000039299,Bolloré SE,Europe,Entertainment,Communication Services,85346,16393.42,35543.68,5.63,5.99,2735358920,,2834.36,69820.71,29629.06,51823.47,40191.65,,11631.82,6226.54,0.2894,0.4244,0.0049,0.0065,0.0049,0.2245,0.0113,15102.12,4765.51,526.72,296.42,137,1.8,8.99,,,,,,,0.0267,0.0267,EUR
GMAB,DK0010272202,Genmab A/S,Europe,Biotechnology,Health Care,2204,16238.01,12137.9,1791,255.2,63628896,,65.33,5226.6,544.89,4795.75,4681.71,,114.04,2201.93,0.0244,0.1043,0.1017,0.1104,0.1478,0.0238,0.1478,2439.94,2406.47,788.08,644.57,21.3,3.5,71.66,0.2162,0.154,0.161,2.3,3.8,,0.3306,0.2421,DKK
AKRBP,NO0010345853,Aker BP ASA,Europe,Oil Gas and Consumable Fuels,Energy,2727,15998.7,19273.7,269.2,25.36,630800000,,631.29,39046.5,26684.4,18864.5,12362.1,,6502.4,3388.4,0.526,0.6834,0.1581,0.3301,0.1078,0.3447,0.1078,13669.7,12672.5,9692.2,1335.7,9.5,,19.58,0.0446,,,1.5,2.2,,0.2953,0.2293,NOK
EDP,PTEDP0AM0009,EDP S.A.,Europe,Electric Utilities,Utilities,12905,15806.32,42718.23,3.6,3.8,4161572704,,,62592.93,44203.88,43431.16,18389.05,,25042.11,3723.15,1.3618,0.7062,0.0219,0.0335,0.0932,0.5766,0.0873,17887.29,7216.7,2229.88,1051.39,14.6,4.1,3.06,0.0442,0.023,0.094,2,11.7,,0.0637,0.129,EUR
SDZ,CH1243598427,Sandoz Group AG,Europe,Pharmaceuticals,Health Care,22633,15710.58,18959.69,32.27,36.56,429717478,,429.72,19430,10776,13222,8654,,4568,1109,0.5278,0.5546,0.0127,0.0179,0.0089,0.3455,0.0092,9979,4564,375,77,204.1,,20.12,0.1639,0.0657,0.149,1.5,,,,,CHF
INF,GB00BMJ6DW54,Informa plc,Europe,Media,Communication Services,11475,14578.39,16983.38,8.596,10.88,1339461082,,1367.23,14691.18,5532.17,11525.31,9159.01,,2366.3,496.28,0.2584,0.3766,0.0337,0.0422,0.0603,0.2053,0.0632,4066.14,1487.83,812.69,534.15,28.6,,6.29,0.0971,,,,,,0.0086,0.1505,GBP
IDDTF,SE0000107203,AB Industrivärden (publ),United States and Canada,Financial Services,Financials,15,14513.26,14968.14,,31.87,431899108,,,15720.42,857.39,15676.19,14863.03,,813.16,86.18,0.0547,0.0545,0.1157,0.116,0.1945,0.0519,0.1945,2704.16,2704.16,2691.67,2662.02,4.9,0.9,34.41,,,,,,,0.112,,USD
NESTE,FI0009013296,Neste Oyj,Europe,Oil Gas and Consumable Fuels,Energy,5951,13795.65,16978.45,16.71,17.96,768215734,,768.2,17645.18,8302.05,13834.18,9343.12,,4491.06,1738.79,0.4807,0.4705,0.0678,0.0892,0.1707,0.3246,0.1711,25310.22,4038.42,1849.19,1582.03,9.4,1.8,12.16,-0.0447,,,,,,0.1425,0.1308,EUR
POAHY,US73328P1066,Porsche Automobil Holding SE,United States and Canada,Automobiles,Consumer Discretionary,42,13699.97,19933.91,4.47,4.43,306250000,,153.13,68843.01,7763.3,68504.08,61079.71,,7424.38,545.37,0.1216,0.1128,0.0019,0.0019,0.0948,0.1084,0.0948,,,203.14,5625.97,,,199.44,0.0593,,,,,,0.1309,0.0786,USD
TRYG,DK0060636678,Tryg A/S,Europe,Insurance,Financials,6805,13333.32,14284.38,151.5,21.67,615370870,,617.46,16727.37,10751.04,7604.92,5976.32,,1628.6,463.88,0.2725,0.6427,0.032,0.0692,0.0916,0.2141,0.093,5944.18,1831.66,857.7,570.37,25.3,11.7,9.68,0.05,,0.187,2.3,,,0.1484,0.1734,DKK
SAABB,SE0021921269,Saab AB (publ),Europe,Aerospace and Defense,Industrials,21207,12566.66,12482.64,246.9,23.68,530683908,,,8206.9,4997.68,4207.03,3209.22,,997.81,211.12,0.3109,0.609,0.0361,0.0681,0.1099,0.2372,0.1106,5117.87,1116.61,444.46,335.28,39.8,5.1,5.96,0.2362,0.064,0.173,1.1,,,0.0808,0.2082,SEK
CCH,CH0198251305,Coca-Cola HBC AG,Europe,Beverages,Consumer Staples,32700,12505.24,14355.69,27.42,34.35,364055181,,366.91,10907.04,7388.94,7298.74,3518.11,,3780.64,1391.7,1.0746,0.6774,0.0608,0.0894,0.1997,0.518,0.1934,11243.1,3927.36,1058.95,702.69,18,21.6,9.31,0.1014,0.1017,0.2568,1,,,0.0759,0.0731,GBP
KBX,DE000KBX1006,Knorr-Bremse AG,Europe,Machinery,Industrials,29487,12403.98,13488.71,71.05,76.95,161200000,,161.2,9106.38,5900.92,5478.6,3205.47,,2273.13,1425.68,0.7091,0.648,0.0676,0.1135,0.2047,0.4149,0.2083,8874.93,4290.05,978.48,609.99,19.9,7.6,19.42,0.1229,,,1.3,9.8,,0.0566,-0.014,EUR
MB,IT0000062957,Mediobanca Banca di Credito Finanziario S.p.A.,Europe,Banks,Financials,5227,12139.23,,13.775,14.61,830981132,,840.8,99998.92,87527.02,,12471.9,,47618.57,4623.51,,,0.0113,,0.0935,,0.0929,3175.31,3175.31,1653.13,1120.47,9.7,1,14.7,0.1119,,,,,0.0327,0.0485,0.0351,EUR
EN,FR0000120503,Bouygues SA,Europe,Construction and Engineering,Industrials,201500,12064.18,25450.31,30.47,31.93,377773632,,378.31,67063.37,51483.77,31968.43,15579.6,,16388.83,6124.97,1.0519,0.7677,0.0203,0.0418,0.0845,0.5127,0.0857,61885.63,33384.85,2171.56,1148.16,10.8,,36.21,0.1373,0.023,0.081,0.4,,,0.0916,-0.0448,EUR
SK3,IE00B1RR8406,Smurfit Kappa Group Plc,Europe,Containers and Packaging,Materials,47000,11508.67,14563.03,41.8,44.4,259187707,,258.45,13941.27,7787.59,10288.14,6153.68,,4134.47,999.12,0.6719,0.5586,0.0689,0.0954,0.1432,0.4019,0.143,12444.25,4180.83,1527.93,836.83,13.8,3.6,23.75,0.0845,,0.135,1,2.8,,0.0587,,EUR
NEM,DE0006452907,Nemetschek SE,Europe,Software,Information Technology,3429,11507.97,11259.07,92.8,99.64,115500000,,115.5,1406.86,543.65,947.49,863.21,,84.28,295.92,0.0976,0.3864,0.1016,0.1481,0.2304,0.0889,0.2229,940.12,504.34,221.9,178.03,63.6,98.8,7.14,0.1812,0.142,,6.4,19.5,,0.1703,0.1609,EUR
BIM,FR0013280286,bioMérieux S.A.,Europe,Health Care Equipment and Supplies,Health Care,13696,11406.27,11584.36,91.65,96.53,118159902,,118.15,5806.14,1663.72,4715.17,4142.42,,572.75,389.05,0.1383,0.2865,0.0681,0.0845,0.0972,0.1215,0.0873,4056.86,2271.25,628.17,394.79,29,4.1,35.06,0.1567,0.1069,0.1352,2.1,10.3,,0.0846,0.0687,EUR
1COV,DE0006062144,Covestro AG,Europe,Chemicals,Materials,17276,10988.31,13899.27,54.12,58.22,188740330,,188.74,15055.2,7748.95,11051,7306.25,,3744.76,690,0.5125,0.5147,0.0059,0.0081,-0.029,0.3389,-0.0294,15872.16,2572.31,147.94,-218.59,,1.9,38.55,0.7819,,0.116,0.8,9.5,,0.0423,,EUR
STERV,FI0009005961,Stora Enso Oyj,Europe,Paper and Forest Products,Materials,19842,10799.73,13996.44,12.615,13.69,788619987,,,22912.34,10892.03,17769.93,12020.31,,5749.61,2720.25,0.4783,0.4754,0.0011,0.0014,-0.0304,0.3236,-0.0369,10373.15,3371.61,40.85,-394.13,,1,15.38,0.28,,0.063,1.2,,,0.1006,,EUR
EDEN,FR0010908533,Edenred SE,Europe,Financial Services,Financials,11008,10742.61,12054.69,42.05,43.15,248955830,,248.96,14677.63,15305.81,4306.69,-628.17,,4934.86,1494.81,,1.0428,0.0277,0.1024,,1.1459,,2551.34,1051,599.47,294.77,38.7,,-3.01,0.2388,-0.003,-0.045,3,,,0.1283,0.01,EUR
TELIA,SE0000667925,Telia Company AB (publ),Europe,Diversified Telecommunication Services,Communication Services,17897,10443.28,20403.8,28.1,2.66,3932109286,,3932.11,22457.97,16806.09,16815.12,5651.88,,11163.24,1154.89,1.9751,0.7483,0.0273,0.0362,-0.01,0.6639,0.0001,8804.47,3988.27,971.93,30.05,,,1.35,1.4633,,,,,,-0.0176,-0.3764,SEK
AKZA,NL0013267909,Akzo Nobel N.V.,Europe,Chemicals,Materials,34760,10405.05,14968.4,57.72,60.98,170629613,,170.6,16071.98,11053.21,11160.3,5018.77,,6141.53,1670.35,1.2237,0.6877,0.0453,0.0647,0.1033,0.5503,0.1073,11777.43,4674.32,1172.44,487.97,18.1,20.3,27.97,0.1933,0.069,0.148,1.1,8.6,,-0.0497,-0.419,EUR
SAB,ES0113860A34,Banco de Sabadell S.A.,Europe,Banks,Financials,19148,10374.32,,1.773,1.92,5414000000,,5403.04,259630.11,244307.52,,15322.59,,45988.41,1566.75,,,0.0055,,0.0905,,0.0989,5503.85,5503.85,2186.36,1470.72,7.2,0.8,2.83,0.0261,,,,,0.0275,0.0113,0.3235,EUR
ASRNL,NL0011872643,ASR Nederland N.V.,Europe,Insurance,Financials,3262,9989.56,29002.83,44.65,47.38,210848162,,211.15,166447.34,156095.16,35542.06,10352.17,,25189.89,5614.93,2.4333,0.9378,0.0226,0.0991,0.134,0.7087,0.1396,14084.79,7019.21,4242.66,1198.94,8.2,1,48.85,-0.0423,,0.12,,15.5,,0.2064,0.1017,EUR
INW,IT0005090300,Infrastrutture Wireless Italiane S.p.A.,Europe,Diversified Telecommunication Services,Communication Services,296,9817.27,14302,9.865,10.49,935568983,,947.54,10323.09,5535.72,9538.18,4787.37,,4750.81,104.97,0.9924,0.5362,0.0345,0.0373,0.0771,0.4981,0.0771,1060.15,989.87,567.89,374.8,26.7,,5.05,0.1237,0.061,0.135,10.1,15.2,,0.3707,0.1925,EUR
JDEP,NL0014332678,JDE Peet's N.V.,Europe,Food Products,Consumer Staples,18907,9784.32,14028.75,19.2,20.13,486042837,,486.04,25547.58,13276.66,18828.66,12270.92,,6557.74,2260.98,0.5344,0.5197,0.019,0.0262,0.0332,0.3483,0.0327,9042.84,3331.86,767.5,405.17,24.3,,25.06,0.0951,0.034,0.064,1.4,,,0.0137,-0.0495,EUR
ITRK,GB0031638363,Intertek Group plc,Europe,Professional Services,Industrials,43908,9675.37,10882.42,46.92,60,161243328,,161.24,4510.15,2776.28,3286.21,1733.87,,1552.34,381.55,0.8953,0.6156,0.0899,0.1227,0.2281,0.4724,0.2376,4243.46,2438.08,660.22,379.13,25.7,,10.46,0.0708,,0.248,2,,,0.0608,0.009,GBP
EVK,DE000EVNK013,Evonik Industries AG,Europe,Chemicals,Materials,32259,9622.72,13438,18.975,20.65,466000000,,466,22013.69,12093.18,14609.19,9920.51,,4688.67,826.89,0.4726,0.5493,0.0181,0.0266,-0.0468,0.3209,-0.0451,16854.71,3743.65,669.02,-513.36,,2.5,21.11,0.2188,,,0.8,10.4,,-0.0034,,EUR
FBK,IT0000072170,FinecoBank Banca Fineco S.p.A.,Europe,Banks,Financials,1384,9238.31,,14.26,15.12,610918227,,610.54,36780.42,34357.5,,2422.91,,1202.1,2502.26,,,0.0175,,0.2968,,0.2968,1358.68,1356.3,972.75,672.45,14.1,3.4,3.97,-0.0203,,,,,0.176,0.0614,0.2035,EUR
VOLCARB,SE0021628898,Volvo Car AB (publ.),Europe,Automobiles,Consumer Discretionary,42543,9078.03,8731.25,33.255,3.05,2979524179,,,35339.07,22399.37,16539.24,12939.7,,3599.54,4746.19,0.2782,0.6338,0.0493,0.1062,0.1086,0.2176,0.1135,39601.33,7697.38,2690.68,1294.42,7.6,1.8,4.21,0.153,,,,,,0.1103,0.138,SEK
NIBEB,SE0015988019,NIBE Industrier AB (publ),Europe,Building Products,Industrials,23100,8632.02,10464.8,46.67,4.28,2016066488,,,6753.62,3758.1,5223.78,2995.51,,2228.26,372.47,0.7439,0.5565,0.0668,0.0888,0.1647,0.4266,0.1649,4626,1549.27,646.96,474.51,34.7,,1.48,0.0165,,,,11.5,,0.161,0.182,SEK
MOWI,NO0003054108,Mowi ASA,Europe,Food Products,Consumer Staples,10322,8627.95,11378.13,180,16.68,517111091,,517.11,9095.83,4950.65,6980.13,4145.18,,2834.95,318.39,0.6839,0.5443,0.0777,0.0988,0.1252,0.4061,0.1181,6078.38,2790.46,1082.69,490.62,24.1,3.9,7.67,0.2876,,,1.5,7.6,,0.0987,-0.0474,NOK
UU,GB00B39J2M42,United Utilities Group PLC,Europe,Water Utilities,Utilities,6176,8474.59,19345.85,9.96,12.43,681888418,,681.89,19752.67,17158.13,15215.09,2594.55,,12620.54,1765.75,4.8643,0.8686,0.0202,0.0265,0.0556,0.8295,0.0556,2460.03,2182.67,616.17,160.13,53,3.5,3.8,0.3359,,,5.2,14.8,,0.0349,-0.1898,GBP
AMP,IT0004056880,Amplifon S.p.A.,Europe,Health Care Providers and Services,Health Care,12715,8152.25,9617.22,33.16,36.04,226171721,,225.75,4077.3,2861.05,2898.86,1216.25,,1682.61,213.23,1.3834,0.7017,0.0473,0.0664,0.145,0.5804,0.1447,2495.12,605.48,303.56,171.27,46.9,,5.38,0.2096,,,2.7,19.8,,0.1036,0.0908,EUR
LI,FR0000121964,Klépierre SA,Europe,Retail REITs,Real Estate,1035,7685.38,17972.09,25.24,26.9,285649235,,285.65,22182.38,11120.78,19857.92,11061.6,,8796.31,396,0.7952,0.5013,0.0304,0.0339,0.0235,0.443,0.017,1701.59,1274.9,1090.2,212.74,36.4,0.9,30.98,0.0122,,,,,,-0.041,-0.2548,EUR
